,site_name,development_status,development_status,long,lat,technology_type,capacity,county,region,country
7039,"Greystones Road, Grangetown - Battery Energy Storage System",Awaiting Construction,Planning Permission Granted,-1.1295564507706968,54.572705147343335,Battery,60.00,Cleveland,North East,England
7040,Andrew Johnson Knudtzon - Solar Panels,Awaiting Construction,Planning Permission Granted,-0.3609969648441497,53.73359923826827,Solar Photovoltaics,0.50,East Riding of Yorkshire,Yorkshire and Humber,England
7041,Rhoscrowther - Turbine Wind Farm,Application Refused,Planning Permission Refused,-5.025676074148137,51.68198055359204,Wind Onshore,12.90,Pembrokeshire,Wales,Wales
7042,Stonestreet Green - Solar Farm & Battery Storage,Application Submitted,Planning Application Submitted,0.9395641994428753,51.10220974766317,Solar Photovoltaics,99.90,Kent,South East,England
7043,Stonestreet Green - Solar Farm & Battery Storage,Application Submitted,Planning Application Submitted,0.9395641994428753,51.10220974766317,Battery,,Kent,South East,England
7044,Brecks Solar Farm,Awaiting Construction,Planning Permission Granted,-1.1533264764728064,53.204612525003334,Solar Photovoltaics,45.40,Nottinghamshire,East Midlands,England
7045,Horsey Levels - Solar Farm,Operational,Operational,-2.977854150898427,51.16147454879519,Solar Photovoltaics,24.00,Somerset,South West,England
7046,Steeraway Farm - Solar Farm,Awaiting Construction,Appeal Granted,-2.511334271561355,52.6835471103366,Solar Photovoltaics,30.00,Shropshire,West Midlands,England
7047,"Palk Road, Bedhampton - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.9978542238510602,50.852893281965066,Solar Photovoltaics,0.25,Hampshire,South East,England
7048,"Weeland Road, Eggborough - Hydrogen Generation System",Awaiting Construction,Planning Permission Granted,-1.1391040358721765,53.705095144307215,Hydrogen,,North Yorkshire,Yorkshire and Humber,England
7049,John Brooke Sawmills Limited - Biomass Gasifier,Awaiting Construction,Planning Permission Granted,-1.0328227421617813,52.843729842673724,Biomass (dedicated),,Nottinghamshire,East Midlands,England
7050,Saltlands Avenue - Solar Parks,Application Submitted,Planning Application Submitted,-2.9948316435601345,51.1429690981917,Solar Photovoltaics,8.89,Somerset,South West,England
7051,Saltlands Avenue -Battery Storage,Application Submitted,Planning Application Submitted,-2.9948316435601345,51.1429690981917,Battery,,Somerset,South West,England
7052,"Exeter Road, Braunton - Solar Panels",Under Construction,Under Construction,-4.152949590527333,51.09696206604072,Solar Photovoltaics,0.75,Devon,South West,England
7053,Hook Street - Energy Storage Compound,Application Refused,Planning Permission Refused,-2.4669850088530096,51.698302220319945,Battery,100.00,Gloucestershire,South West,England
7054,Kirkhaw Lane - Battery Storage,Revised,Revised,-1.275559495919905,53.7177094412875,Battery,32.00,West Yorkshire,Yorkshire and Humber,England
7055,"Cholderton Road, Quarley - Solar Farm",Revised,Revised,-1.6097105317667588,51.19967666834236,Solar Photovoltaics,22.50,Hampshire,South East,England
7056,"Cholderton Road, Quarley - Battery Storage",Application Refused,Planning Permission Refused,-1.6097105317667588,51.19967666834236,Battery,,Hampshire,South East,England
7057,"Langthwaite Road, South Kirkby - Solar PV Array",Awaiting Construction,Planning Permission Granted,-1.3105568575001678,53.58637108036951,Solar Photovoltaics,0.50,West Yorkshire,Yorkshire and Humber,England
7058,Manners Avenue - Solar Panels,Operational,Operational,-1.3205029919863116,52.97681764638109,Solar Photovoltaics,0.62,Derbyshire ,East Midlands,England
7059,"Vicarage Lane, Diddington - Solar Arrays",Application Submitted,Planning Application Submitted,-0.25019154063383386,52.27561081723556,Solar Photovoltaics,35.00,Cambridgeshire,Eastern,England
7060,City Of London Academy - Solar PV Panels,Revised,Revised,-0.0646977472598729,51.48927987496776,Solar Photovoltaics,,London,London,England
7061,Hill Farm - Solar Park,Application Submitted,Planning Application Submitted,-1.271941935144543,52.590009634004765,Solar Photovoltaics,20.00,Leicestershire,East Midlands,England
7062,Ochiltree - Battery Sorage,Revised,Revised,-4.266841491548498,55.45463387585644,Battery,19.90,East Ayrshire,Scotland,Scotland
7063,"Penn Croft Farm, Crondall - Battery Energy Storage Facility",Awaiting Construction,Planning Permission Granted,-0.8909775048893311,51.23717528944739,Battery,100.00,Surrey,South East,England
7064,Suggenhall Farm - Photovoltaic Solar Array & Battery Storage,Awaiting Construction,Appeal Granted,1.0033831599474545,52.330147063779364,Solar Photovoltaics,7.30,Norfolk,Eastern,England
7065,Suggenhall Farm - Photovoltaic Solar Array & Battery Storage,Awaiting Construction,Appeal Granted,1.0033831599474545,52.330147063779364,Battery,,Norfolk,Eastern,England
7066,North Road - Roof Mounted Solar Arrays,Awaiting Construction,Planning Permission Granted,-3.241751193814014,54.11113544616264,Solar Photovoltaics,,Cumbria,North West,England
7067,York Road - Solar PV panels,Awaiting Construction,Planning Permission Granted,-1.5506489424444052,54.62282829131918,Solar Photovoltaics,0.15,County Durham,North East,England
7068,"New Lane, Whatton - Solar Photovoltaic System",Awaiting Construction,Planning Permission Granted,-0.9110617166459235,52.947406479275486,Solar Photovoltaics,0.25,Nottinghamshire,East Midlands,England
7069,Spalding Energy Park - Battery Storage,Awaiting Construction,Planning Permission Granted,-0.13531443488848763,52.803868941030615,Battery,550.00,Lincolnshire,East Midlands,England
7070,"Eastwood Park, Falfield - Solar Photovoltaic (PV) Panels",Awaiting Construction,Planning Permission Granted,-2.46737627180232,51.63516392755345,Solar Photovoltaics,0.19,Gloucestershire,South West,England
7071,Nottingham Road - Solar Farm ,Awaiting Construction,Planning Permission Granted,-1.179120114942422,52.77325516320148,Solar Photovoltaics,34.00,Leicestershire,East Midlands,England
7072,Nottingham Road - Battery Storage,Awaiting Construction,Planning Permission Granted,-1.179120114942422,52.77325516320148,Battery,,Leicestershire,East Midlands,England
7073,"Gelderd Road, Gildersome - Solar PV Panels",Awaiting Construction,Planning Permission Granted,-1.6273028047481588,53.752556999130235,Solar Photovoltaics,0.21,West Yorkshire,Yorkshire and Humber,England
7074,Broughton Lane - Solar PV Panels,Awaiting Construction,Planning Permission Granted,-1.414965987114251,53.40152008670641,Solar Photovoltaics,0.28,South Yorkshire,Yorkshire and Humber,England
7075,Iwade - Solar PV ,Application Submitted,Planning Application Submitted,0.6965979258902252,51.3705236651817,Solar Photovoltaics,49.90,Kent,South East,England
7076,Iwade - Battery Storage,Application Submitted,Planning Application Submitted,0.6965979258902252,51.3705236651817,Battery,,Kent,South East,England
7077,"Park Lane, Astley - Solar PV Farm ",Awaiting Construction,Planning Permission Granted,-1.5613553599112184,52.499080958106134,Solar Photovoltaics,30.00,Warwickshire,West Midlands,England
7078,"Park Lane, Astley - Battery Energy Storage",Awaiting Construction,Planning Permission Granted,-1.5613553599112184,52.499080958106134,Battery,,Warwickshire,West Midlands,England
7079,"The Transmitting Station, Williton - Solar Farm ",Awaiting Construction,Appeal Granted,-3.34776809873176,51.174783100989615,Solar Photovoltaics,25.00,Somerset,South West,England
7080,"The Transmitting Station, Williton - Battery Storage",Awaiting Construction,Appeal Granted,-3.34776809873176,51.174783100989615,Battery,20.00,Somerset,South West,England
7081,Ferndown Upper School - Solar Array,Awaiting Construction,Planning Permission Granted,-1.9032883564674228,50.806166244884636,Solar Photovoltaics,0.26,Dorset,South West,England
7082,"Lady Ings Farm, Middlestown - Solar Photovoltaic Farm",Awaiting Construction,Planning Permission Granted,-1.5901447353894278,53.6545456746044,Solar Photovoltaics,49.90,West Yorkshire,Yorkshire and Humber,England
7083,"Morrisons, Abergavenny - Roof Mounted Solar Array",Awaiting Construction,Planning Permission Granted,-3.0162341244784536,51.82382442587209,Solar Photovoltaics,0.23,Gwent,Wales,Wales
7084,"Berrington Hall, Berrington - Biomass Boiler",Awaiting Construction,Planning Permission Granted,-2.7204999313272795,52.26888611506684,Biomass (dedicated),0.20,Herefordshire,West Midlands,England
7085,St Margaret's Farm - Green Waste Composting Facility,Under Construction,Under Construction,0.2589806807151226,51.41025968951083,Biomass (dedicated),,Kent,South East,England
7086,A981 Fraserburgh - Battery Energy Storage,Awaiting Construction,Planning Permission Granted,-2.026322607137113,57.67139677146281,Battery,25.00,Aberdeenshire,Scotland,Scotland
7087,Stainland Energy Storage Project,Awaiting Construction,Planning Permission Granted,-3.506233814679493,58.56939911271938,Battery,49.90,Highland,Scotland,Scotland
7088,"Hillcrest Cottage, Shebster - Battery Energy Storage System",Awaiting Construction,Planning Permission Granted,-3.680386789131962,58.562810836527916,Battery,19.90,Highland,Scotland,Scotland
7089,Newfields Farm - Battery Energy Storage,Revised,Revised,-2.0922841253013877,53.04297634581508,Battery,99.90,Staffordshire,West Midlands,England
7090,Lethen Wind Farm  Wind Turbines and Energy Storage,Application Refused,Planning Permission Refused,-3.779238671972044,57.39951732978056,Battery,10.00,Highland,Scotland,Scotland
7091,Fordtown Energy Storage,Awaiting Construction,Planning Permission Granted,-2.3661137990985712,57.2213950549635,Battery,49.90,Aberdeenshire,Scotland,Scotland
7092,Start Point Lighthouse - Supply and Installation of Wind Turbine,No Application Required,No Application Required,-3.6576018760659847,50.226004515021515,Wind Onshore,,Devon,South West,England
7093,Fife Energy Park - H100 Fife Hydrogen Demonstration Project,Under Construction,Under Construction,-3.0184591649091317,56.17975252154472,Hydrogen,,Fife,Scotland,Scotland
7094,Granby Road - Solar PV Panels & Air Source Heat Pumps,Awaiting Construction,Planning Permission Granted,-1.150606662202902,52.60666948589318,Solar Photovoltaics,,Leicestershire,East Midlands,England
7095,Hollandmey Renewable Energy Development,Awaiting Construction,Planning Permission Granted,-3.216312227297016,58.6152513829693,Battery,15.00,Highland,Scotland,Scotland
7096,Airthrey Road -  PV Solar Panels,Awaiting Construction,Planning Permission Granted,-3.928161913644587,56.14084335051206,Solar Photovoltaics,,Stirling,Scotland,Scotland
7097,Regent Street - Solar Photovoltaic Panels,Operational,Operational,-1.6032158040065467,54.95948574482459,Solar Photovoltaics,,Tyne And Wear,North East,England
7098,"Chickerell Road, Chickerell - Solar Photovoltaics (PV) Equipment",Operational,Operational,-2.5030201205405773,50.6172529814004,Solar Photovoltaics,,Dorset,South West,England
7099,Over Hill Wind Farm,Awaiting Construction,Appeal Granted,-4.341849569243193,55.372291023403555,Wind Onshore,36.00,East Ayrshire,Scotland,Scotland
7100,Wickham Hall Estate - Battery Storage,Application Submitted,Planning Application Submitted,0.11871413533422483,51.89163904673893,Battery,,Hertfordshire ,Eastern,England
7101,Berry Burn Wind Farm (extension),Awaiting Construction,Planning Permission Granted,-3.4753925365795815,57.446611032979845,Wind Onshore,37.80,Grampian,Scotland,Scotland
7102,Hollandmey Renewable Energy Development,Awaiting Construction,Planning Permission Granted,-3.216312227297016,58.6152513829693,Solar Photovoltaics,15.00,Highland,Scotland,Scotland
7103,The Village Of Halse - Solar Array,Awaiting Construction,Planning Permission Granted,-3.184693276784441,51.059403892364074,Solar Photovoltaics,25.00,Somerset,South West,England
7104,Doverdale - Solar Farm & Battery Storage,Application Submitted,Planning Application Submitted,-2.2056028739584446,52.292590945544056,Battery,49.90,Worcestershire,West Midlands,England
7105,High Constellation Wind Farm,Awaiting Construction,Planning Permission Granted,-5.486983076901382,55.702846925847226,Battery,7.50,Argyll and Bute,Scotland,Scotland
7106,Heathland Wind Farm,Awaiting Construction,Planning Permission Granted,-3.652619636093724,55.792590248133024,Battery,,Strathclyde,Scotland,Scotland
7107,Knockcronal Wind Farm,Application Submitted,Planning Application Submitted,-4.550827338950772,55.278838828746764,Battery,,South Ayrshire,Scotland,Scotland
7108,"Jafa, Great Dunham - Solar Photovoltaic Farm & Battery Storage",Awaiting Construction,Planning Permission Granted,0.764425792013629,52.69495108533706,Battery,,Norfolk,Eastern,England
7109,Ness Point,Awaiting Construction,Planning Permission Granted,1.7615013599767066,52.48075341084305,Hydrogen,3.00,Suffolk,Eastern,England
7110,"Post Farm, Lytchett Minster - Battery Energy Storage",Awaiting Construction,Planning Permission Granted,-2.045483650805139,50.74211595738985,Battery,32.00,Dorset,South West,England
7111,Graveley Lane - Solar Farm & Battery storage,Awaiting Construction,Secretary of State - Granted,-0.220305957722082,51.941450300894715,Solar Photovoltaics,49.99,Hertfordshire,Eastern,England
7112,Graveley Lane - Solar Farm & Battery storage,Awaiting Construction,Secretary of State - Granted,-0.220305957722082,51.941450300894715,Battery,,Hertfordshire,Eastern,England
7113,Cheshire Power Station - Battery Storage Facility,Awaiting Construction,Planning Permission Granted,-2.9116740918066197,53.297579801779996,Battery,45.00,Cheshire,North West,England
7114,Station Road - Solar Array,Operational,Operational,0.8757915506633607,51.147986449390245,Solar Photovoltaics,0.17,Kent,South East,England
7115,Burlington Street - Solar PV Panels,Revised,Revised,-2.1100798720043223,53.486350081087984,Solar Photovoltaics,1.00,Lancashire,North West,England
7116,Tyn y Waun  - Solar Farm (Bridgend Energy Hub),Awaiting Construction,Planning Permission Granted,-3.520648416681838,51.54415607627777,Solar Photovoltaics,40.00,Mid Glamorgan,Wales,Wales
7117,Newington Road West Depot - Solar Panels,Awaiting Construction,Planning Permission Granted,-1.596216472850726,54.98005027763034,Solar Photovoltaics,0.21,Tyne And Wear,North East,England
7118,Maggots End - Solar Farm,Application Withdrawn,Planning Application Withdrawn,0.11961147513922316,51.931386813125386,Solar Photovoltaics,49.90,Hertfordshire,Eastern,England
7119,"Ardleigh Road, Little Bromley - Battery Energy Storage",Awaiting Construction,Planning Permission Granted,1.0165633055726315,51.91668248335034,Battery,50.00,Essex,Eastern,England
7120,N H Case Limited - Solar Panels,Under Construction,Under Construction,-0.06974546942287811,53.57556471606744,Solar Photovoltaics,0.36,Lincolnshire,Yorkshire and Humber,England
7121,Dragon Energy Park - Wind Farm,Awaiting Construction,Planning Permission Granted,-4.988101957282818,51.711625081450094,Wind Onshore,14.40,Dyfed,Wales,Wales
7122,"Perkins Engines, Fengate -  Solar Farm",Awaiting Construction,Planning Permission Granted,-0.21455200934310678,52.583671554181386,Solar Photovoltaics,1.17,Cambridgeshire,Eastern,England
7123,"Rhiwfelin Fach Farm, Ynysmaerdy - Solar Photovoltaic Panels",Awaiting Construction,Planning Permission Granted,-3.386852669228165,51.558025416833196,Solar Photovoltaics,0.50,Rhondda Cynon Taff,Wales,Wales
